polarity,text
0,@mahealani_cb please!!!!!! im bummed that im gonna be missing this reunion/ bday for u! all of us neverrr see eachother anymore  can w ...
1,g'morning sunshine!!! you look amazing today!  @luckygnahhh
0,"is off out,, doctors later tho,, not looking forward to that "
1,making tea with tyler 
0,@JustJuanne I hadn't realized you were protected... my bad! just thought twitter was busy...  
0,"got home from oreillys and it is raining... might write a song, if i have time... lena doesn't have school cause of swine flu - unfair "
0,is it monday? i need a cure pls 
1,One more week of school then back to ptown for the summer 
1,@Beitske I still have a lot of laundry to do this evening. But be sure the attic is filled with Vivaldi around that time... 
1,@StarShipSofa open a bunch of windows and drag one to the top of the screen and it auto maximises I love that feature - Windows 7 FTW 
0,Getting antibiotics and being treated for bronchitis  should be better by sunday. Praise the Lord!
1,Dinner was delicious and so was the discount. 
1,just got in from eating. it was good!!! about to jump in the bed. night 
1,@Baby143jw if you like 2 laugh..have a good time..follow me..its just that simple 
0,itunes is still borked 
0,@sporttrainer300 it gives out sometimes...has since the surgery. I probably didn't let it heal all the way back then 
0,-trying to sleep &amp; its not working very well 
0,@MarthaStewart Hurry Back .... I hate the repeats 
0,Somebody help me please 
1,i have the best girlfriend in the world 
0,my pancakes arent light enough 
1,"@JoePendragon Lol, not MY OWN.. It's Hosted, (lik eWeb-Space) but its good, and fast, and Mine "
0,@KimKardashian hope u get better im sick too  lol.its too gorgeous outside to be stuck in bed
0,its so hard to be happy for someone when you're so jealous of what they have.  i'd kill for it!!
0,Awake and miserable. Ughhhh. Im sooo tired.  yay time to get ready to go to the airport.
1,@synconi cheer up! most ppl probs did bad too 
1,It is 94 degrees in Goleta today! I am going to read by the pool 
1,Ohh not long to take that wkend  too bloomin xitd  livin the childhood dream finally! Hah 
0,@RobPattzNews http://tinyurl.com/lgyqhr this is fucking insane  poor bloke
0,it feels like there's a tick or a spider on me  eeeeeek!!!
1,is just goofing around.... 
0,@hmhunt Sadly the male members of the family don't agree  But I'm still working on it!
0,Condolence to Cookie  .. his brother Adam Cook passed away due to brain tumor...
1,abc was fun 
0,"At the bus stop, minus my Jonas Brothers book - I wanted to read it on the bus today but I couldn't find it "
0,"Ahah you've got a point, I haven't got any other decent shoes cause my Half Cabs were stolen  all the others are thrashed from skating..."
0,"Went to another Yorkie breeder today -- no such luck.  still looking for apartments, too! Lots to take care of these next few weeks!"
1,@Glinner   what about twittering your task @rtm
1,@blackbetrayal Sure it's okay!  I'll just stalk you right back! ;) lol
0,i miss my boyfriend 
0,I am so sad   seriously
0,"@4EverSometimes I wouldn't know. Apparently 22 is not a good age for first love...  Maybe 23, hm,.."
0,@GrahmZilla: how long are you guys in europe? you should play in frankfurt! 
1,is hindi makatayo sa tapat ng pc para gumawa ng assignments (lmao)(lol)  http://plurk.com/p/1126da
1,is enjoying his monday morning off from school  
1,@brokenshardz Thanks man! Corrected 
0,Back to business as usual after Francesca leaves for Cali tomorrow   (a.k.a. I don't have to live on red bull/rockstar anymore)
1,@missohlaura sure it will  my tumblr is like my life on screen.
0,"Rain, rain go away "
1,Leaden sky + lightning + thunder = happy Helen. 
1,"@nkotb butter sculpture?! Oh dear! How did that last?! I figure @jordanknight is so hot, it would just turn straight into a puddle! "
1,@backpackerinoz I don't like fishfingers. I don't like fish or seafood really. But enjoy it 
1,"@inesgharsallah Jarbou3estene is situated in north Africa between Algeria and Libya, I live in Ariana and i work in Bourjel "
1,@Angel10A No that is my other one I adopted awhile ago. I have 2 
1,@PembsDave WHHAAAAAAAAAT SHE GONNA LOOK LIKE WITH A CHIMNEY ON HER! !!! CHOOOOOOOOOOOOOOOOOOOONNN!!!! 
1,"@jonasbrothers http://twitpic.com/5cmep - OOOOOOOOOOOH MY GOOOOOOD! finally  BRAAAAAZIL, only 6 days!"
1,@AgonisingNewt morning Newt...hope you are well! 
1,@johncmayer I love your musicc. 
1,"watched the curious case of benjamin button. such a strange, yet beautiful film  well done."
1,".. now I remember it. I also had shorts, a cap and shades on  I was crusin for a stylin' - he was crusin' for a brusin'"
0,I'm already counting down the minutes to go home! I have such a headache! staring at the screen for too long 
1,Eating a chicken sandwhich. It tastes so good after not eating at all today!!! Don't worry people...I'm healthy 
1,relaxing at home....listening to music and reading old letters from my high school days....such great memories 
0,Its possible that my phone may just be defective 
0,@jlieu aww im sorry 2 hear that  maybe next time?
1,cherry-pie and a coffee. life is good 
1,it is now 4:06 in the morning... time to go to sleep 
0,@Coley_Girl oh 
0,I want to watch the movie &quot;Up&quot; but no one wants to watch it with me 
1,@gaillamarche I definitely take the movie over laundry! 
1,@jcechelon Sounds like a great thing you're doing - enjoy it &amp; hope it goes really well!  
1,@fan4lyf http://twitpic.com/67e1w - The cutest couple ever! love them 
1,"TODAYS LETTER IS J!!  take a picture of something starting with the letter j   if your cool C:    sorry, its... http://tinyurl.com/mz3wpe"
1,"What a successful night  What's up with my girl though, Phil A!"
1,Going to see X-men wit my baby tonight  Hell yizeah!!!
1,@Ladylicious_K Im awake now! 
0,"Tried to make Marilyn my background, not having so much success "
1,waiting for up! 
0,"@staceemcfly aa, woo. I'm gutted that they're in Sunderland Saturday &amp; I can't go  xx"
0,@wooderson34 haha someone's back on their Twitter game. I really wish I could leave but I can't. It's gonna be a lonnnnnnng night 
1,@NowInvestors drink some beers 
0,Twitter confuses me 
0,"@TeriAsperin aww what the heck, I didn't know it was tonight! "
0,and she's not even a year old 
1,"Dear God please let me wake up before 11:45 AM tomorrow lol Got plans  Tonight was lets pick on Hero night. grow up, get a job, etc. lolz"
0,i really miss my puppy 
1,@Ginaatl Yeah please do!! 
1, Sleepy time after Men vs Wild.&lt;3
1,@MrTeagan looking forward to seeing u next sat  
0,Ouch. Bread kinfe: stale bread roll = giant cut on hand too big for Mr Bump Mister Men plaster 
0,roadtrippin' back to NY...sad  TN &amp; CMAfest was abs amazing! sleeping in Ohio tonight...not a wise idea but shit happens! lol
1,ah midday - great time for breakfast 
0,tethering on my iphone seems to be a little flaky at times.. IP drops out and have to turn the option off and on and renew dhcp 
0,@SanaTawileh this arabic digital consumerism thingy  !!!
1,@soamazing0425 haha if you not a bossbitch Stu Deezy most likely #snailtrail you lmmfao. Goodnight momma. till next time  x
1,"@chriss_yst hey there, hi "
1,@cate3221 oh i must be up above the clouds today then  winter is creeping up on us....
0, making lots of noise! My poor baby! I hurt you soooo much!
0,Urrgghh... You can't IMAGINE how pathetic I am right now! Even I think I'm pathetic 
0,@MelPopular damn everybody is going. i want to go. i always miss it 
0,At the doctors for the second time &amp; this time for a differnt reason. Im getting a shot for the first time in a long timee. 
0,@ihatecrayons DUDE! You're braver than I am! 
1,@Jeewilikers...you should call school and tell them you have swine flu so we can have the day off 
0,@timbuchalka Tim it is sad how many ppl feel the first line of contact should be to sell something to U. They dont get it 
1,drag me to hell was kinda scary but funny. i recommend it. i'm gonna watch some nip/tuck then go to sleep for 2mrw's road trip!! 
0,@gwenyeoh My colour theory assignment caused me this!! I slept for two hours only. Gee-toooot! 
0,Ummm falling out with my mum 
0,@erikaANGEL D: D: D: i would seriously be crying..im supposed to go this summer..im going to cry going past planet hollywood! 
1,@YUMMYZsoLOST uhmzrzz the usual  bein bored...waitin for my friend to wake up and get her butt outta here..  lol hb you?!
1,Tommorow iPhone OS 3.0 software 
0,@j0annepsi angrey jews are scary 
1,"@ILuvvJonasBros http://twitpic.com/3d9nd - haha, everyone loves that pic "
0,@therealTiffany booo 
0,having a great day so far except for the fact that my professor  got in car accident!  prayers are much needed for him right now
1,Just took delivery of a very nice bottle of wine for speaking at an event last week. I suspect this has made my day 
1,@kevinsangel Hey ! I'm good! and you ? Yeah It would be cool !  What did you do today ?
1,@jackoolz anywhere!!! i don't mind...as long as i'm superman and there's good music...all is sweet 
1,@Ashleigh_Stack  yeah 
0,the new teaser rules...except that it freezes up near the end  can't wait for the new music video...it's going to slaughter!!!!!
0,"a half hour to school,,, i don't want to go "
1,thank you everyone kind enough to #FF me xx &amp; HELLO!! to new followers 
0,Shot himself in the foot  OUCH!
0,"I'm cold  Norco, United States N 33ï¿½ 57' 0'' / W 117ï¿½ 33' 0''"
0,Might not have internet for awhile.  Boo 
0,"Getting ready for work again  although, I'm only in till 4, and I'm off tomorrow!"
0,@ladyofsalzburg @randomflowers I ENVY YOU GUYS SO MUCH!!!!!!!! We never have anything Filo related here 
1,feeling motivated to get back to work now - ???? 
1,@jakemay1 you are very welcome! 
1,"Anyways, back to that quiet time I was talking about, this twittering stuff gets old fast. I have 13 followers now!  lol."
0,@imacdo11 LOST DIDNT WORK. i think i ripped out the USB when it wasnt done. it has no sound 
0,@beayayaya Ey! I'm gooddd how are you? Unfortunately I'm going back to Jkt tomorrw  HUU I don't wanna go back!!!
1,@monschlong thanks for Eclipse  i'd forgotten how  fuckin annoying/stupid bella was lol
1,GoodMornin Tweeters..It's Gonna Be A Rainy Day Today So Don't Forget Ur Umbrellas.. 
0,@scarlettlillian I totally agree! It makes it harder to keep track of old messages too. 
0,@Rubberduck71  Story of my life. 
0,"@thejorypigloski awww, what's wrong? "
1,and 'where did the world come from' 
0,"@Frekie Really cool. My own Kate really looked like the real one &lt;3 had to uninstall it again though, it made my computer reallyyy slow "
0,my tummy hurts 
1,Bath time 
1,@TheMakeupGirl congrats- LOVE that site 
1,@MissErinRae lol shut it erinnnnn ooh send me one. Thx 
1,I can't stop listening to player!!It washed all the crappy ongs away  I will go search for matt pokora and stalk him now MUAAAHAHAHAHAHAHA
1,#iremember bringing my lunch to school in a power rangers lunch box 
0,@PotatoPeelPie i have no idea..  i heard that some of the user's acc was missing too.
1,@leatron yeahh. I quote swac all the time  OMG! Yesterday my friend &amp; I were bored so we did the check it out girls thing. haha
1,on my farm town.. interesting.. 
0,"@crashingwaves38 HAH! I won! @clytemnestra. Also: you spelled my name wrong, Amanda "
0,Gah. The light in my room is still out. Really need it to be fixed 
1,@BaileyBlair you're welcome Miss. 
0,"School's closed this week too. More running, workouts, batting cages, etc. Missing nine games "
0,My macbook's charging chord stopped working. Will have to use my iphone for mail/surf until I get a replacement  .  Stupid apple support
1,"#followfriday @sheephogan, @MarDeck, @sheephoganess because, well...they're all a hoot! Love these guys! Make me smile... "
0,"@5ftnthn REAAAALLLLYYYY!!! I have the 16G, I think the 8G is only $99 now.  I paid $699 for mine on 12/29 "
0,IN ABOUT AN HOUR GOIN 2 CAMILLES HOUSE MY SON AND DAD IS HAVING THEIR MOMENT I MISS HIM 3 DAYS NOT HOME 
0,@SoundBwoyFast Gloomy as ever. I wanted to hit the beach too.  might as well get like you and handle my errands too lol
1,@iamdiddy hope you had a good night with the birthday boi. Tell him I say happy birthday. PS Go Hawksss 
0,Bathing suit shopping = fail 
1,Thank God I stayed at work! Aunty Amalyn gave me my tips 
0,@Duels I tried to do mechduels but my login doesn't work 
0,"Thank you all! 22 today, feeling a bit rough mind "
0,phone still having seizures 
1,@ClarkPointInn Which Camden bakery? Boynton &amp; McKay? Zoot? One I am not yet aware of? 
0,@jessica_graore lol dang it 
1,Tanning and Starbucks with @liiisalolz. Jack Johnson is the icing on the cake 
1,@AndyRattinger Indeed! You write I drink... The perfect Hemingway team. 
0,tried boxing with sneakers. ended up having blisters on my feet. ouch 
0,@revbeej That is sad news 
0,@tarajv how did you get your photo back?? mines gone 
0,"@ZelGu oh,i understand you in this..its a drug, but it is now time examinations "
0,@rhyannaalyne i don't love them when you are gone 
0,"just got off work!  i had one hour of sleep, enough said! "
1,"@phototropy Hee, my 'recipe' involves queuing up and buying soup from the University Centre.  Will check out @cookbook though, thanks!"
1,All the fun interesting things happen inbetween twitter updates lol Currently eating shrimp fried rice n watching mazey mouse 
1,getting the mastered tracks today!! Then off to the presses.. everythings coming together! 
1,"@ozany u have a girl's head on your shoulder, howcome u'd be gay? ;) i hope i'll be there. if i can come, i'll inform u  good luck =]"
1,"Awake, drinkin coffee &amp; listenin to music with my lil friend. She is in love w/ Jared Leto! Her face is PRICELESS when she hears him!  Lol"
1,Wow!!! I knew they were pricy but....Could I also ride one around town?  @swedeepea http://twitter.com/AlpacaFarmgirl/status/1973514929
1,@OKE_Menachem Your innocent whistling does not fool me!  Thx for sharing with @mamapigeon as well!
1,@aulia indeed. i enjoyed talking about #mac back then  all my gadgets are going that direction 
1,@Jonasbrothers Intriguing picture!  Fascinating!  Can't wait until tomorrow night to see this video and JONAS.  I love your show    
0,@LoveisTrain it drained my energy 
1,@jelo45110 The calvary has arrived 
0,"Probably going to have to start going to the library for books.  I need a job, but if I get a job, I don't get fin.aid. WTFFFFFF"
0,@_x_Donna_x_ ah im going to have enrique stuck in my head tonight lol . that songs amazing. i hope he adds more tour dates like he said 
1,THE ACADEMY IS... SPAIN AWARDS! Nomina ya a tus favoritos!  http://theacademyisspain.com/awards/index.html
0,@stars_are_fire That is cool. I have never been to Vegas  my wife has been but not me.
0,@davemidd doesn't work for me across the board. Only I'm certain apps. And not tweetdeck. 
0,wicked! buh bye twitter 
0,@camillexxo NOOOOOOO WAYYYYYY! AWWW 
1,@madvil You are welcome 
0,"@fhgrl33 what!? Do you have any idea how unacceptable that is?    @pibby, I guess it'll just be me and you.  *wiggles eyebrows*"
0,Just had a really gross lunch. Egg salad sandwich on ezekial bread.  Couldn't get through it. now I'm unsatisfied and still hungry  wah!
0,@mrskutcher I am following you both but no one ever replies 
1,It's funny the things U can learn about friends you've known for years. A friend told me 2night that she collects butterflies.Who knew?! 
0,is I'm having a headache due to raindrops..  http://plurk.com/p/118ou7
1,is quite pleased with the way this week is kicking off... may the trend continue... 
1,I forgot how dope Da Vinci Code is. 
0,"@caro_hanspach oh no, i'm not gonna see you today! now i'll have to wait for harry potter ultil wednesday "
0,@stephaniepratt most definitely! Just watched heidi and spencer on I'm a celebrity. I feel bad for them 
1,"[at] craighepburn you know, I am a happy camper when #googlewave enables us to work more wikily together  #co.. http://tinyurl.com/loazq9"
0,Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til @Anticipationsf &amp; missed it 
1,currently teaching my cat 2 stand on her hind legs 4 treats. She's just did it twice w/ a swipe of the paw 2 my hand each time  so cute!
1,@Belladara that was nice to see 
1,@MyNameIsIngrid Just think one day the'll be history books about you and how sleepy you were 
1,Just finished yoga..body hurt..belly hungry..and I thinkmy girl is coming home early 
1,@thekristenchaos i know got his autograph as well Aww 
0,@GQBugs  so stressed  i rather it downtown
0,I will revolt when I have to pay for my broadband. Apparently there are too many of us and being added each day that the &quot;hogs&quot; will pay. 
1,Another Commenting Contest! [;: Yay!!!  http://tinyurl.com/m6j2an
1,"â«&quot;If I'm a crown without a king, if I'm a broken open seed...if I come without a thing, then I have come with all I need &quot;â« mewithoutYou "
1,laying out by the pool 
1,@adolfo Gracias! Glad you like it! Please let us know if you think anything is missing 
1,"@AClockworkToad Uhmmm ... Too much info, Toad ... that there's private matters.  "
0,This isn't fair...I hate the situation we're in. 
1,hangin with my other bff TORI!!!!!!!!!!!! 
1,Learning to live in the moment. Goodnight 
1,@souljaboytellem gooood night sweeeety 
0,"Ughhhh the new dane cook, chelsea lately and family guy are all on at the SAME TIME.. what the hell. I am trying to watch alll 3 "
1,@Tazz602 Thanks I'll keep them and save them until April 
0,I seem to have misplaced something very important: Myself! 
1,"#afl #aflfooty, I'm hoping for a dons fightback "
1,i wish my name was William...hahahahhahahaahahahaha 
1,@WhyPR Thanks for the good words 
0,"@ASacco almost, but still about 2 months short. I got mine Nov.21 and even with the annual upgrade I would still have to wait. "
1,@davidyell I'm going to be using an iMac full time at my new job - can't wait 
1,just sent a special birthday card for someone special 
1,Off for conference call with @gillmcl - then I can get round to actually doing some work! ;-) Good mood because it's a bank holiday! 
0,"@ghostlikeswayze  So THAT'S where my minimize option went... dang, I liked that much better too.  Yes, #tweetdeck fail"
0,Ah he'll no..... Thunderstorms forecast from Wednesday onwards 
0,@ImperfectSpouse we have 15 interviews in the can @markress audio was the worst  &amp; possibly the best content. I think 1 other w/ bad audio
1,@LizB18 I'm here... didn't know if anyone else was on.  
1,"@cvegas when i was watching the photography, it totally reminded me of your pops....a man of great honor "
1,@nothoney thanks for retweet 
0,Aww... On train and pretty Asian woman sitting across from just started to cry 
1,@bill_archie u listen 2 the script too???..i lyk &quot;breakeven&quot; though...haha..am done dwnloading so till 2mrw...gud nyt 
1,"gooooood morning world, is it time or is it not time for Kentucky Fried CHicken right now.. I think itï¿½s time "
0,@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time 
1,"@yamstersg yes, yes i do.  Its called being ah teenager. WOOT"
1,"@josie_barnes Really? Boo! Hopefully it will stay nice!  Ive got a new bike coming tomorrow, I'll be upset if its rubbish weather!"
0,@marclehmann It's kinda poisonous..  bad neighbours 
0,"I want to go to Chilla Vista today, but can't!  I'm barely starting on my boards and I still have to finish my evaluation sheets. blah me."
1,Selena Kim: &quot;Is twitter like facebook?&quot; hahhahaha FAIL 
1,On our way to have lunch with Mama n Papa to have them spend some QT time with the kids  and watch the Laker game TOO..
0,GREEK marathon is over  Now what do I do?
0,@tracecyrus http://twitpic.com/8d047 - awww  I'm sure you'll see her soon!! What are ya drinking?
0,I'm feeling really ill at the moment.. can't go to the rest of retreat (win!) but I need to get over this flu before my Deb on saturday 
0,One hour left...why am I in the office so late?!?!? Not too excited about coming in tomorrow too 
1,"@rachieann it works now, thanks hon! "
1,is graduating today 
0,I really wish the Cavaliers could pull this one out but its really not lookin good 
0,Missing my pooh bear 
0,@vignesh_boston no da - KL marathon is happenin nxt week only  the day i tried to sign online- registration closed ((
1,@leilene you need to go! Ppl like me need our leiline fix! 
0,is going out tonight.. and doesn't know what to wear!  here are the dilemma's of life.
1,#KevinJonas He will never be in the corner !!! He is in the middle of my heart  ahahahah â¥
1,Writing a feature on Brutal Legend.  The power of ROOCK flows through meee. 
1,@getsharp I thought I could hear the surf when I passed your desk  
0,"just realised how long it has been / will be till a sat night in the mighty 'tyd.. shocking times!!! revision today, seriously cba like "
1,"just got a new profile song, its really good. "
0,I really do not enjoy thunderstorms 
0,"okay i'm going to bed, i have to wake up at 3  good night! btw - i'm turning my phone updates off for pr so if you need me, text me "
1,@KatieATL im getting the fish today!!!! 
1,Going to get Chinese with mi madre. Obvs 
0,@buffywoo i love that song! it sucks that I cant listen to it here 
1,@nikkiwoods It's the little things with the kiddies.  That's how we earn that &quot;S&quot; on our chest   Hope you're having fun
0,@huntermello i know! the only thing that sucks is youtube doesn't work in this build. 
0,"Uh oh, pack of teenies on my flight. Its gonna be a loud and annoying trip. "
0,"BBC you SUCK, why is shitting tennis on BBC2 instead of MotoGP?! Crappy webcast ftl "
1,@saltevents thanks - sorry about that made me cry writing it but outlook is good overall 
1,@kosbrgr Great pic for the great day! 
0,Max got his vaccinations today. He's pooped now 
0,"@ThaPenh sounds fun, but i am studying "
0,On my way to school... Yay 
0,"Nervous...ack! | Helen, you can do it! Finish strong! | no! I cant  | yes you can! Now go out there and ace that test! Go, go, go!"
0,"missin him every minute he's not here.  the sad part is, he has no idea "
1,@samanthai Cool thanks. Comment on it? 
0,@leyeaaah WHY? :O  leaaah!
0,I'm drinking my first soda of like a whole year today. And I have to say. I'm not that impressed 
0,(@SharonSmiles) Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??
0,"My life's boring, I want to change it, I need someone famous talk to me: @mileycyrus @ddlovato @selenagomez @comeagainjen @mandyyjirouxx "
0,hope this tanning gel works 
0,@adriennemcc I  miss talking to you on BB messenger  MY DAY IS SO BORING!
1,@missjerilee welcome to twitter my friend 
0,@Orbitz nooo!  i'm despairing.    next time!
0,Losing my voice  http://myloc.me/2gEs
1,i love a good ebay find 
1,@noahcyrus8 everybody has to follow this awesome chicky! shes so cute and adorable. you gotta  FOLLOW HER!
1,@SaraahPcd you are perfect for the vid hun  i know it 
0,Shit! The damn bad word robot caught me 
1,@missrara  congratulations on your shirt btw! 
1,Fightin Texas Aggies in the finals at the Natl. Champ for golf vs razorbacks! Whoop! .that was for my hubb  ima razorback.. So pig soooie
1,"@ZoinksYo Just alot of girly stuff i have already and dont need  clothes,jewelry, 9 pairs of sunglasses, Etcc etcc.. lol"
1,@emjaystar hope you do too - would be great to catch up with everyone 
1,Movie with the fam!  Love'n life! 
1,@lawrencegee thanks for the tip! donezo.. check it out 
0,cant find any friends 
1,@WildCuddler be happy if it lasts for 30 minutes  i remember Austin weather 
0,"My niece graduated from preschool last night....so cute, I wish I could have been there. "
1,@AWildDog Don't even think that! You know i do 
1,@amandactong you should read Bunnicula this summer. *nods* I think I will too. 
0,@ apple store at the Grove. turned in my laptop. might be 7-10days 
1,???? ??? @ashthebeliever? ??????  ????? ?? ??? ? ?????? ????????. #marsiscoming #marsiscoming #marsiscoming #marsiscoming #marsiscoming
0,"I have 9 enemies. Devon, John, Rob, Horowitz, Canale, Tian, Fernando, Andrew, and Niko   I HATE THESE MOTHA FUCKERS THEY MUST DIE HARD!!!!"
0,Headache is FINALLLY GONE!!!! Thank goodness! But now I can't sleep 
0,"So, 15 - 20 mm of rain tomorrow = no golfing "
1,@GetKnownRadio half..yup 
1,Boys r stupid.  You can play with them the way you wantt 
0,@MoNeYMaKiNKhaN wow.. You too?? My homeboy baby mama won't let him see his 3 kids he has with her.  That's not sad.
0,"@PandaDong If I wasn't leaving to go to Columbia in a few hours, we'd be there  I'll let you know the next time I go...potentially 2mrow?"
1,Have finally seen the MW2 stuff. My heart is in my mouth. Soap is gonna be an awesome captain. 
1,new week  at work 
1,"Their remaking the movie Karate Kid?! Ha, i love that movie. "
0,@natashaloo duck~! not fair  i want duck
0,Cleaning all day long 
1,@mohsin me too  and it was to a public mailing list  woo
1,Good morning! We have a sunny day and I'll be making ice creams. Life can be good 
0,"@GeekMommy you have fibro?? oh, man... so sorry to hear "
1,"New single 'Not Like Anybody' was played on Triple J tonight. If you want to hear it again, request away. "
1,"Busy busy weekend. Might be able to snag a job, a birthday party, and LOTS of homework. Plus, I'm really hungry "
1,good night world. going to fall asleep with my puppy and my blackberry in my ear. 
1,Red 15  re: http://ff.im/1Yonn
1,"Last time we went to KFC and asked 4 buscuits, they said they didn't have any and tried 2 give us untoasted bread! -Keiko "
0,GTFO INFLAMED TASTEBUDS AND CANKAR SORES. YOU ARE NOT WANTED 
1,talking to ryan 
1,Adam Lambert - Mad World had accompany me for the noon of FRIDAY 
1,heading off to have dinner with friends at manhattan 
1,kruciaal element performance after afterschoolspecial's this saturday at artaroundadams ! 
0,"@Futiaexpo79 Nah,not in front of a judge.Just in front of a bunch of scallies and lawyers in wigs.Not cool as I did nowt wrong  Hate work."
1,"OMG! As of right now, I have a stupid sore throat and it's spring! Well, it's whatever..I just hope I get well during the week. "
1,Waking up to Rooney will hopefully make this day amazing 
1,good quality time w/ boss 
0,"I'm hungry, I want to go out and get something...but its too late and dangerous!! "
0,#Attendoo is making progress... however no code yet 
0,at home being bored nothing to do! 
0,im so wrecked diddnt go asleep until 4.30 just watching south park grrrrr. 
0,i could get LVATT at midnight!!  http://bit.ly/zb3hN
0,my knee hurts.  hehe. anyway what's everyone up to?
0,"tired,boring....everything is really great so "
0,coffee keeps me going..... oh god work again tomorrowm  good ol maccas
0,"I'm going through everything I need to get done before the shoot tomorrow and the worry is keeping me up, can't fall asleep again "
0,@Enduring24 i tweet so much so i dont know what youre agreeing with 
1,@icantremember Having an awesome day? You should... I expect as much out of you  #awesomeupdater
0,It's snowing... in April... 
0,"making enchiladas for dinner! my mom's recipe, i wish she were here to make it for me.... "
1,"@NileyLover09 Sis, I'm gonna sign off from twitter now...  But I'll still be on YouTube... Bye!"
1,LMFAO. YOU'RE ALL GONNA GET SWINE FLU. HAVE FUN 
0,watching golf w/the parents. now off to some movie I don't want to see - too bad they don't want to see The Hamgover 
0,"FINALLY saw the hangover, SO funny! loves it. Ashley's going away party tomorrow..  "
0,"We're gonna watch Family Outing later!! So excited! I love Chunderella and Stepmother Sooro! I feel a little bad for Chun Hee, though. "
0,"Omg, im so in the mood to splurge on clothes, heels, a new hp and wallet now. Bad thing is, im only left with 12 bucks now "
1,@Kokuu You're welcome to bug me in case you need feedback 
1,@PRab4eva K lo K perra!? im gettin my hair did rite now.. new look u'll c! 
1,Having a class party in science 
1,"Aw, @chewythingz is actually cuddling. Curled up between me and my keyboard and letting me rest my chin on him. &amp; this is w/o medication. "
1,Happy Mother's Day. 
1,@yelyahwilliams haha Hayley.. I love the new pic...  New songs? Can't wait!!
0,Late night trip to the ER... 
1,hangin with my sister.today was a good day 
0,@nomysteryleft  plus itunes is so slow on windows  lol.
1,"Voice gone  but after being down 2-0 to a team that's allowed only 3 goals in 7 previous games, Bethel U11 girls come back for 3-2 WIN!!!!"
0,"Needs some1 to stay up with this late  smh. G nite, xo."
0,On the way to office.. Sooo hungry! 
0,"hey tweets, what's everyone up to? im majorly lacking in stimulation right now "
1,"@mckaylasamantha I see you got Twitter, lol. "
0,I think Pevis is a republican  too much fox news
0,having my morning coffee.. what a night. 
0,wow let me board now. I want to leave  and @PPPPOKER_
0,After 7 years of togetherness my favorite lounging boxers ripped.  They will be hard to replace. Sad!!!!
1,"Later of a long bath with good music...Day of relax, now watching Real World Austin "
1,"@Rebeckela that is no problem, i know you will win with the butt kicking as i can see into the future,,, its your destiny.. jaiho "
0,@thedragonsroost I do. I have the laptop within arms reach just about all the time when at home. I have to lower the screen to see the TV 
1,HAPPIEST DAY THIS MONTH  http://plurk.com/p/x40i3
0,is recovering from a car accident. 
1,..and thus the cars will have to stay yet another night outside. Not complaining though .. love that @kimpowell is in purge mode 
0,wet again  grrr
0,"Gym closed  GRR!! Never mind, will go tomorrow  Am re-doing my roots and continuing my play-writing instead :&quot;&gt; x"
1,"@ChrisAxe barbie is now clean,chops,bangers and steaks are now defrosting.cya later.lol "
0,"Now Im in the work  , I miss my home, any news?"
1,About to workout and then spending the day with the one and only sara yacobster 
1,@ggimmickgirl LOL driving and running v v different okay! NEXT TIME I DRIVE YOU HOME THROUGH BRICKLAND!  HEHEHEHE
1,"@Laulau2k I take this as a compliment  thanks, you are beautiful and have a beautiful soul as well..the pictures are fault of cameras.booo"
0,"WTF, twitter search has no memory "
0,i just burnt myself ouch 
0,"@aiaaaa Yup only 16 coz they cut it short  got canceled na so they had to rush it. When it ended I got so sad coz it was like, my life "
0,I need to find more Bay Area folks so I can network with local peeps 
1,@Tsarnick Hahaha you're such a pansy 
0,@cyoni come shopping with me  http://sml.vg/LT5EqZ
1,@coonassdotcom Night girl! Hope you have a lovely evening! 
1,will be making a big announcement l8r... stay tuned   #fb
0,@BriannaBanshee such a dissapointment  hhaha
1,@ddlovato good luck w the trip  god bless u ;)
1,@imsoapee How about I take the punched in the gut feeling (ran too hard last night so have it already) but keep the instant part 
1,"Awake. Time to make 2 dozen cupcakes for the Derby party, and study the ponies for my bets  Baking first. I love Derby day."
0,ack I've already got burnt shoulders 
0,I thought I'd have some time to work on some development projects this weekend. Now I have to mulch around my whole house to repel water. 
1,YEEY BABY. ive got my AAAAA ! in english  
1,@studionashvegas Awesome! How are you today? 
0,My cousin cooked quick lorren pronounced as keesh lorren. Yum!................... I just realised how much I talk about food  #glutton #fb
1,@suchasadaffair oh dear! i hope you get to finish all 132! don't worry just 130 to go! 
0,The sad part about #bill44 is that the kids that really need to hear opposing viewpoints to induce critical thinking are gonna get pulled 
1,@KatelynnRose y @mrobison91 I got it! 
1,my little bro graduated ahhh  so proud of him!
0,but im also a soda addict that is bad 
0,Can't wait for the party Saturday night!!  Unfortunately I have to work this weekend so I can't get too smashed 
0,"@nzbeks I know, and they might damage any future chance of the guys ever wanting to come back here "
1,@Farctum I'll give it some thought 
0,@agerstein I am lost. Please help me find a good home. 
0,@AshleyBias oh no!  What happened?
0,omg i done the sunbed n burnt my arse 
1,add me on msn  mloclam1@hotmail.com 
